TimeStamp,Produced(Wh),Consumed(Wh),Temp(F),SolarRadiation(W/m2)
2024-09-16 8:00:00,6136,786,64.7,210
2024-09-16 9:00:00,7861,1131,66.3,244
2024-09-16 10:00:00,11018,638,67.9,312
2024-09-16 11:00:00,22082,782,69.8,581
2024-09-16 12:00:00,24248,808,70.6,659
2024-09-16 13:00:00,23390,1130,70,669
2024-09-16 14:00:00,18999,969,70.1,544
2024-09-16 15:00:00,15181,751,70.2,438
2024-09-16 16:00:00,10807,667,68.8,338
2024-09-16 17:00:00,2991,851,65.7,106
2024-09-16 18:00:00,644,864,64.2,38
2024-09-16 19:00:00,0,650,61,1
2024-09-16 20:00:00,0,1400,63.7,0
2024-09-16 21:00:00,0,950,60.4,0
2024-09-16 22:00:00,0,1130,57.2,0
2024-09-16 23:00:00,0,750,55.6,0
2024-09-17 0:00:00,0,710,55.9,0
2024-09-17 1:00:00,0,840,58.2,0
2024-09-17 2:00:00,0,730,62.5,0
2024-09-17 3:00:00,0,1030,63.7,0
2024-09-17 4:00:00,0,680,63.7,0
2024-09-17 5:00:00,0,860,63.7,0
2024-09-17 6:00:00,87,627,63.8,1
2024-09-17 7:00:00,1057,1617,64.5,22
2024-09-17 8:00:00,2661,631,65.8,91
2024-09-17 9:00:00,9171,841,67.9,151
2024-09-17 10:00:00,15141,921,69.6,278
2024-09-17 11:00:00,22966,776,72.1,605
2024-09-17 12:00:00,22936,966,73.9,659
2024-09-17 13:00:00,22177,947,73.7,597
2024-09-17 14:00:00,21629,1139,74.1,530
2024-09-17 15:00:00,17267,1627,72,438
2024-09-17 16:00:00,11633,1433,71.2,364
2024-09-17 17:00:00,5005,1335,70.2,127
2024-09-17 18:00:00,673,1093,67,27
2024-09-17 19:00:00,0,1200,62.2,1
2024-09-17 20:00:00,0,1770,61.2,0
2024-09-17 21:00:00,0,1290,59.1,0
2024-09-17 22:00:00,0,880,59.7,0
2024-09-17 23:00:00,0,670,61.5,0
2024-09-18 0:00:00,0,860,59,0
2024-09-18 1:00:00,0,660,60,0
2024-09-18 2:00:00,0,850,62.3,0
2024-09-18 3:00:00,0,820,62.3,0
2024-09-18 4:00:00,0,670,62.2,0
2024-09-18 5:00:00,0,630,63.4,0
2024-09-18 6:00:00,47,1307,63,1
2024-09-18 7:00:00,1149,1469,63.8,25
2024-09-18 8:00:00,3246,656,65.6,80
2024-09-18 9:00:00,4468,708,67.5,156
2024-09-18 10:00:00,4704,794,68.5,163
2024-09-18 11:00:00,6308,938,70,220
2024-09-18 12:00:00,8339,629,70.5,266
2024-09-18 13:00:00,7054,684,69.7,215
2024-09-18 14:00:00,6143,653,69.7,158
2024-09-18 15:00:00,4408,1178,70.7,157
2024-09-18 16:00:00,2239,609,70,131
2024-09-18 17:00:00,882,652,69.1,48
2024-09-18 18:00:00,80,680,69.1,28
2024-09-18 19:00:00,0,620,69.2,1
2024-09-18 20:00:00,0,1830,68.6,0
2024-09-18 21:00:00,0,1020,68.5,0
2024-09-18 22:00:00,0,720,68.4,0
2024-09-18 23:00:00,0,700,68.5,0
2024-09-19 0:00:00,0,840,68.4,0
2024-09-19 1:00:00,0,850,68.2,0
2024-09-19 2:00:00,0,870,67.4,0
2024-09-19 3:00:00,0,670,67.2,0
2024-09-19 4:00:00,0,680,67.1,0
2024-09-19 5:00:00,0,940,67,0
2024-09-19 6:00:00,33,1593,67.1,0
2024-09-19 7:00:00,1291,691,68.1,32
2024-09-19 8:00:00,3434,574,69.1,102
2024-09-19 9:00:00,8646,1066,71.3,187
2024-09-19 10:00:00,15297,807,72.9,379
2024-09-19 11:00:00,18989,709,76.8,478
2024-09-19 12:00:00,23242,962,78.4,721
2024-09-19 13:00:00,21556,986,79.7,499
2024-09-19 14:00:00,17169,1019,80,596
2024-09-19 15:00:00,18391,1321,80.9,426
2024-09-19 16:00:00,11357,907,79.6,354
2024-09-19 17:00:00,4797,847,76.6,96
2024-09-19 18:00:00,485,755,72.8,26
2024-09-19 19:00:00,0,810,71.4,1
2024-09-19 20:00:00,0,2080,70.4,0
2024-09-19 21:00:00,0,1060,69.6,0
2024-09-19 22:00:00,0,1020,69.3,0
2024-09-19 23:00:00,0,940,69.1,0
2024-09-20 0:00:00,0,800,69.1,0
2024-09-20 1:00:00,0,1290,68.8,0
2024-09-20 2:00:00,0,790,68,0
2024-09-20 3:00:00,0,800,68.1,0
2024-09-20 4:00:00,0,910,68.1,0
2024-09-20 5:00:00,0,750,67.3,0
2024-09-20 6:00:00,135,1785,67.3,0
2024-09-20 7:00:00,790,1160,67.2,21
2024-09-20 8:00:00,3061,651,69.1,69
2024-09-20 9:00:00,6614,704,69.8,237
2024-09-20 10:00:00,10076,1066,71,328
2024-09-20 11:00:00,16915,865,71.9,455
2024-09-20 12:00:00,17114,894,71.6,304
2024-09-20 13:00:00,7245,815,72,393
2024-09-20 14:00:00,11473,853,71,435
2024-09-20 15:00:00,12216,1046,70.1,365
2024-09-20 16:00:00,10127,1167,70.3,247
2024-09-20 17:00:00,2156,706,68.5,109
2024-09-20 18:00:00,333,733,66.7,26
2024-09-20 19:00:00,0,680,65.9,1
2024-09-20 20:00:00,0,2380,65.5,0
2024-09-20 21:00:00,0,1470,64.2,0
2024-09-20 22:00:00,0,880,64.3,0
2024-09-20 23:00:00,0,1010,64.1,0
2024-09-21 0:00:00,0,1160,63.9,0
2024-09-21 1:00:00,0,1110,63.7,0
2024-09-21 2:00:00,0,1020,63.8,0
2024-09-21 3:00:00,0,880,63.8,0
2024-09-21 4:00:00,0,900,63.8,0
2024-09-21 5:00:00,0,960,63.6,0
2024-09-21 6:00:00,59,1189,62.9,0
2024-09-21 7:00:00,1836,1356,63.3,34
2024-09-21 8:00:00,4237,727,63.4,88
2024-09-21 9:00:00,5713,883,64.7,131
2024-09-21 10:00:00,8797,947,65.8,330
2024-09-21 11:00:00,15002,942,66.2,614
2024-09-21 12:00:00,18175,1575,68.6,380
2024-09-21 13:00:00,12172,1512,69.7,436
2024-09-21 14:00:00,10817,1267,69.7,356
2024-09-21 15:00:00,8514,1374,68.8,219
2024-09-21 16:00:00,7164,984,67.5,213
2024-09-21 17:00:00,1865,885,65.2,132
2024-09-21 18:00:00,253,983,63.9,25
2024-09-21 19:00:00,0,1620,63.7,1
2024-09-21 20:00:00,0,1380,63,0
2024-09-21 21:00:00,0,820,62.9,0
2024-09-21 22:00:00,0,1000,62.1,0
2024-09-21 23:00:00,0,880,61.8,0
2024-09-22 0:00:00,0,1000,61.4,0
2024-09-22 1:00:00,0,740,61.2,0
2024-09-22 2:00:00,0,740,60.8,0
2024-09-22 3:00:00,0,1350,60.8,0
2024-09-22 4:00:00,0,1120,60.4,0
2024-09-22 5:00:00,0,780,60.2,0
2024-09-22 6:00:00,0,750,59.7,0
2024-09-22 7:00:00,1014,1114,60.7,41
2024-09-22 8:00:00,4173,1033,62,85
2024-09-22 9:00:00,11577,857,64.1,228
2024-09-22 10:00:00,10523,943,65.1,293
2024-09-22 11:00:00,17563,1143,66.1,420
2024-09-22 12:00:00,19951,1541,68.6,461
2024-09-22 13:00:00,17927,1057,69.8,527
2024-09-22 14:00:00,14313,1513,69.1,605
2024-09-22 15:00:00,9915,1075,68.5,447
2024-09-22 16:00:00,7572,1322,67.8,340
2024-09-22 17:00:00,3331,1951,66.1,95
2024-09-22 18:00:00,363,1833,63.3,16
2024-09-22 19:00:00,0,1640,61.5,1
2024-09-22 20:00:00,0,1360,61.3,0
2024-09-22 21:00:00,0,1000,60.5,0
2024-09-22 22:00:00,0,1030,60.3,0
2024-09-22 23:00:00,0,1260,59.7,0
2024-09-23 0:00:00,0,1490,58.9,0
2024-09-23 1:00:00,0,1470,59,0
2024-09-23 2:00:00,0,930,58.4,0
2024-09-23 3:00:00,0,670,57.8,0
2024-09-23 4:00:00,0,1020,58.2,0
2024-09-23 5:00:00,0,920,57.6,0
2024-09-23 6:00:00,134,604,56.9,1
2024-09-23 7:00:00,2189,1419,59.4,26
2024-09-23 8:00:00,5787,587,61.7,137
2024-09-23 9:00:00,8736,1206,62.2,192
2024-09-23 10:00:00,9209,599,63.3,329
2024-09-23 11:00:00,5807,637,64.1,238
2024-09-23 12:00:00,9855,625,65.7,304
2024-09-23 13:00:00,13540,900,65.7,500
2024-09-23 14:00:00,7525,1095,66.3,486
2024-09-23 15:00:00,6307,817,65.2,209
2024-09-23 16:00:00,3487,1367,64,115
2024-09-23 17:00:00,2619,629,62.9,85
2024-09-23 18:00:00,229,839,61.8,21
2024-09-23 19:00:00,0,990,60.9,0
2024-09-23 20:00:00,0,2120,61.1,0
2024-09-23 21:00:00,0,1660,60.8,0
2024-09-23 22:00:00,0,1530,60.7,0
2024-09-23 23:00:00,0,1510,60.3,0
2024-09-24 0:00:00,0,1260,60.1,0
2024-09-24 1:00:00,0,1650,59.9,0
2024-09-24 2:00:00,0,1270,59.4,0
2024-09-24 3:00:00,0,1890,59.6,0
2024-09-24 4:00:00,0,2540,59.8,0
2024-09-24 5:00:00,0,1740,59.4,0
2024-09-24 6:00:00,91,931,59.6,0
2024-09-24 7:00:00,1082,1452,60,24
2024-09-24 8:00:00,2408,668,61,45
2024-09-24 9:00:00,2959,949,60.9,98
2024-09-24 10:00:00,7468,648,63.5,113
2024-09-24 11:00:00,11166,1216,64.6,168
2024-09-24 12:00:00,7072,692,64.1,246
2024-09-24 13:00:00,10206,836,65.2,192
2024-09-24 14:00:00,11288,1308,65.2,267
2024-09-24 15:00:00,12269,669,65.1,225
2024-09-24 16:00:00,7828,808,64.2,111
2024-09-24 17:00:00,3887,927,63.4,57
2024-09-24 18:00:00,347,1037,60.9,21
2024-09-24 19:00:00,0,1520,59,0
2024-09-24 20:00:00,0,2760,60.1,0
2024-09-24 21:00:00,0,2380,60,0
2024-09-24 22:00:00,0,1700,60.2,0
2024-09-24 23:00:00,0,1640,60.1,0
2024-09-25 0:00:00,0,1450,58.2,0
2024-09-25 1:00:00,0,1490,57.2,0
2024-09-25 2:00:00,0,1860,56.7,0
2024-09-25 3:00:00,0,1460,57,0
2024-09-25 4:00:00,0,1490,56.3,0
2024-09-25 5:00:00,0,1450,57.8,0
2024-09-25 6:00:00,38,1618,57.2,1
2024-09-25 7:00:00,2508,2178,60.8,33
2024-09-25 8:00:00,7181,591,63.8,117
2024-09-25 9:00:00,9888,948,65.6,226
2024-09-25 10:00:00,15501,681,66,311
2024-09-25 11:00:00,15507,857,65.9,300
2024-09-25 12:00:00,13288,638,66.2,300
2024-09-25 13:00:00,9685,715,65.2,156
2024-09-25 14:00:00,6877,937,64.9,150
2024-09-25 15:00:00,4624,714,64.6,151
2024-09-25 16:00:00,2842,1462,64.3,107
2024-09-25 17:00:00,2713,1253,63.6,86
2024-09-25 18:00:00,238,1588,62.5,18
2024-09-25 19:00:00,0,1680,62.6,0
2024-09-25 20:00:00,0,1570,63.1,0
2024-09-25 21:00:00,0,850,63.1,0
2024-09-25 22:00:00,0,1190,63.3,0
2024-09-25 23:00:00,0,790,63.4,0
2024-09-26 0:00:00,0,780,63.5,0
2024-09-26 1:00:00,0,700,64.1,0
2024-09-26 2:00:00,0,760,63.5,0
2024-09-26 3:00:00,0,1200,63.8,0
2024-09-26 4:00:00,0,1450,63.5,0
2024-09-26 5:00:00,0,1560,64.2,0
2024-09-26 6:00:00,0,1490,64.6,0
2024-09-26 7:00:00,247,3097,66,7
2024-09-26 8:00:00,982,1032,66.4,31
2024-09-26 9:00:00,4199,949,68.8,84
2024-09-26 10:00:00,8304,944,70.4,214
2024-09-26 11:00:00,4608,838,69.3,125
2024-09-26 12:00:00,2747,787,68.4,75
2024-09-26 13:00:00,4479,819,69.1,97
2024-09-26 14:00:00,5240,1030,70.3,87
2024-09-26 15:00:00,3397,707,69.9,66
2024-09-26 16:00:00,2298,798,70.1,49
2024-09-26 17:00:00,953,803,69.5,32
2024-09-26 18:00:00,81,821,69.4,8
2024-09-26 19:00:00,0,860,69.5,0
2024-09-26 20:00:00,0,1540,69.5,0
2024-09-26 21:00:00,0,890,69,0
2024-09-26 22:00:00,0,890,69.5,0
2024-09-26 23:00:00,0,1020,69,0
2024-09-27 0:00:00,0,670,68.4,0
2024-09-27 1:00:00,0,600,64.8,0
2024-09-27 2:00:00,0,860,64.4,0
2024-09-27 3:00:00,0,640,64.3,0
2024-09-27 4:00:00,0,1170,64.4,0
2024-09-27 5:00:00,0,1980,64.3,0
2024-09-27 6:00:00,0,3460,64.3,0
2024-09-27 7:00:00,613,2953,64.4,12
2024-09-27 8:00:00,1368,2388,65.2,36
2024-09-27 9:00:00,5195,1195,67.6,109
2024-09-27 10:00:00,10075,1285,68.5,239
2024-09-27 11:00:00,13251,1711,70.1,278
2024-09-27 12:00:00,15827,1537,70.1,503
2024-09-27 13:00:00,8545,1535,69.2,217
2024-09-27 14:00:00,7556,636,69.5,282.1
2024-09-27 15:00:00,7700,630,69.4,188
2024-09-27 16:00:00,4001,681,67.9,138
2024-09-27 17:00:00,991,921,66.2,46
2024-09-27 18:00:00,71,1171,64.7,11
2024-09-27 19:00:00,0,1250,64.7,0
2024-09-27 20:00:00,0,1750,64.5,0
2024-09-27 21:00:00,0,1550,64.3,0
2024-09-27 22:00:00,0,1870,63.8,0
2024-09-27 23:00:00,0,1640,62.3,0
2024-09-28 0:00:00,0,1450,63.7,0
2024-09-28 1:00:00,0,1430,63.8,0
2024-09-28 2:00:00,0,1620,63.9,0
2024-09-28 3:00:00,0,1990,64.1,0
2024-09-28 4:00:00,0,1800,63.9,0
2024-09-28 5:00:00,0,1660,65.5,0
2024-09-28 6:00:00,0,2150,65.8,4
2024-09-28 7:00:00,597,1607,65.4,9
2024-09-28 8:00:00,1601,2071,64,37
2024-09-28 9:00:00,4918,998,65.4,112
2024-09-28 10:00:00,10973,943,67.5,170
2024-09-28 11:00:00,14308,888,68.8,451
2024-09-28 12:00:00,7891,1921,66.3,316
2024-09-28 13:00:00,5664,804,65.1,150
2024-09-28 14:00:00,5207,767,63.5,166
2024-09-28 15:00:00,2495,955,61.5,92
2024-09-28 16:00:00,1358,1648,60.8,54
2024-09-28 17:00:00,997,957,61.4,33
2024-09-28 18:00:00,67,2187,60.6,5
2024-09-28 19:00:00,0,2140,60.5,0
2024-09-28 20:00:00,0,2110,61.5,0
2024-09-28 21:00:00,0,1730,61.1,0
2024-09-28 22:00:00,0,2150,60.3,0
2024-09-28 23:00:00,0,2110,60.8,0
2024-09-29 0:00:00,0,1750,60.4,0
2024-09-29 1:00:00,0,1810,60.3,0
2024-09-29 2:00:00,0,910,60.4,0
2024-09-29 3:00:00,0,690,60.3,0
2024-09-29 4:00:00,0,920,60.6,0
2024-09-29 5:00:00,0,1090,60.8,0
2024-09-29 6:00:00,0,730,60.7,0
2024-09-29 7:00:00,207,727,61.4,9
2024-09-29 8:00:00,1363,1133,61.5,32
2024-09-29 9:00:00,3066,1526,61.8,62
2024-09-29 10:00:00,2562,2052,62.6,84
2024-09-29 11:00:00,3267,1617,62.8,85
2024-09-29 12:00:00,4874,1674,63.7,132
2024-09-29 13:00:00,6992,2082,63.2,110
2024-09-29 14:00:00,5976,2476,63.8,112
2024-09-29 15:00:00,3705,3045,63.7,102
2024-09-29 16:00:00,3784,2984,63.4,68
2024-09-29 17:00:00,965,3045,62.6,42
2024-09-29 18:00:00,15,4135,61.7,15
2024-09-29 19:00:00,0,2170,61.6,0
2024-09-29 20:00:00,0,2610,61.3,0
2024-09-29 21:00:00,0,1260,61.5,0
2024-09-29 22:00:00,0,1090,61.6,0
2024-09-29 23:00:00,0,1070,61.5,0
2024-09-30 0:00:00,0,860,61.3,0
2024-09-30 1:00:00,0,820,61,0
2024-09-30 2:00:00,0,800,61.2,0
2024-09-30 3:00:00,0,2290,60.2,0
2024-09-30 4:00:00,0,1010,57.4,0
2024-09-30 5:00:00,0,1540,58,0
2024-09-30 6:00:00,13,1463,59.2,0
2024-09-30 7:00:00,2544,2284,61.7,38
2024-09-30 8:00:00,6301,1351,64.1,92
2024-09-30 9:00:00,2974,1604,64.8,141
2024-09-30 10:00:00,5611,1271,65.5,262
2024-09-30 11:00:00,16542,842,67.5,333
2024-09-30 12:00:00,23348,778,69.6,546
2024-09-30 13:00:00,24687,767,69.4,510
2024-09-30 14:00:00,19383,1113,69.5,557
2024-09-30 15:00:00,17544,654,68.6,455
2024-09-30 16:00:00,11683,1093,66.5,343
2024-09-30 17:00:00,4210,720,64.6,46
2024-09-30 18:00:00,105,695,60.9,7
2024-09-30 19:00:00,0,840,58.8,0
2024-09-30 20:00:00,0,3000,55.4,0
2024-09-30 21:00:00,0,1640,51.9,0
2024-09-30 22:00:00,0,1780,51.1,0
2024-09-30 23:00:00,0,1460,51.9,0
2024-10-01 0:00:00,0,1880,54.8,0
2024-10-01 1:00:00,0,1680,54.8,0
2024-10-01 2:00:00,0,1520,55.5,0
2024-10-01 3:00:00,0,1490,56.4,0
2024-10-01 4:00:00,0,1850,59.1,0
2024-10-01 5:00:00,0,1410,58.6,0
2024-10-01 6:00:00,20,1900,59,0
2024-10-01 7:00:00,1060,1940,60.5,17
2024-10-01 8:00:00,4295,1375,61.8,76
2024-10-01 9:00:00,8296,986,63.8,119
2024-10-01 10:00:00,8932,692,64.9,170
2024-10-01 11:00:00,12091,671,66.4,277
2024-10-01 12:00:00,13152,1412,68.3,546
2024-10-01 13:00:00,13074,1344,67.2,288
2024-10-01 14:00:00,11959,889,68.1,477
2024-10-01 15:00:00,9003,2003,67.1,280
2024-10-01 16:00:00,8130,1680,65.2,239
2024-10-01 17:00:00,2453,1603,63.8,70
2024-10-01 18:00:00,207,1007,62.5,13
2024-10-01 19:00:00,0,1470,61.7,0
2024-10-01 20:00:00,0,2660,61.6,0
2024-10-01 21:00:00,0,1500,61.4,0
2024-10-01 22:00:00,0,1920,60.5,0
2024-10-01 23:00:00,0,1530,59.4,0
2024-10-02 0:00:00,0,1360,58.2,0
2024-10-02 1:00:00,0,1520,56.4,0
2024-10-02 2:00:00,0,1710,56.8,0
2024-10-02 3:00:00,0,1360,55,0
2024-10-02 4:00:00,0,1280,54,0
2024-10-02 5:00:00,0,1530,55.5,0
2024-10-02 6:00:00,0,1460,56.5,0
2024-10-02 7:00:00,1249,2179,59.3,17
2024-10-02 8:00:00,8751,1201,61.9,160
2024-10-02 9:00:00,11536,936,62.6,349
2024-10-02 10:00:00,17493,963,64.1,507
2024-10-02 11:00:00,12822,752,63.9,270
2024-10-02 12:00:00,20337,947,64.2,451
2024-10-02 13:00:00,9817,1017,65.5,534
2024-10-02 14:00:00,14334,914,64.1,330
2024-10-02 15:00:00,11470,990,65,276
2024-10-02 16:00:00,8588,648,64.3,241
2024-10-02 17:00:00,3983,723,62.3,35
2024-10-02 18:00:00,111,1631,56.5,8
2024-10-02 19:00:00,0,1180,53.4,0
2024-10-02 20:00:00,0,1390,50.9,0
2024-10-02 21:00:00,0,1530,49.8,0
2024-10-02 22:00:00,0,1090,49,0
2024-10-02 23:00:00,0,1150,48.2,0
2024-10-03 0:00:00,0,1900,48.1,0
2024-10-03 1:00:00,0,2100,47.7,0
2024-10-03 2:00:00,0,1770,47,0
2024-10-03 3:00:00,0,1470,47.2,0
2024-10-03 4:00:00,0,1810,47,0
2024-10-03 5:00:00,0,1760,47.4,0
2024-10-03 6:00:00,12,2292,47.6,0
2024-10-03 7:00:00,2167,2237,54.2,31
2024-10-03 8:00:00,9547,827,63.4,196
2024-10-03 9:00:00,16026,976,66.3,353
2024-10-03 10:00:00,20366,926,67.8,493
2024-10-03 11:00:00,22337,797,68.3,593
2024-10-03 12:00:00,16279,899,67.7,210
2024-10-03 13:00:00,21335,685,66.7,164
2024-10-03 14:00:00,21581,1961,67.3,196
2024-10-03 15:00:00,12802,742,67.1,276
2024-10-03 16:00:00,11772,1002,66.4,250
2024-10-03 17:00:00,3640,780,64,37
2024-10-03 18:00:00,141,861,60.4,10
2024-10-03 19:00:00,0,1840,54.3,0
2024-10-03 20:00:00,0,1990,52.8,0
2024-10-03 21:00:00,0,1850,51.7,0
2024-10-03 22:00:00,0,3340,49.9,0
2024-10-03 23:00:00,0,1600,49.3,0
2024-10-04 0:00:00,0,1720,48.2,0
2024-10-04 1:00:00,0,2400,47.3,0
2024-10-04 2:00:00,0,1260,47.4,0
2024-10-04 3:00:00,0,910,46.3,0
2024-10-04 4:00:00,0,1270,47,0
2024-10-04 5:00:00,0,1120,46.8,0
2024-10-04 6:00:00,13,963,46,0
2024-10-04 7:00:00,2643,2593,51.1,35
2024-10-04 8:00:00,8523,933,63.4,184
2024-10-04 9:00:00,15454,1034,67,322
2024-10-04 10:00:00,19843,923,68.5,481
2024-10-04 11:00:00,21636,756,69.6,552
2024-10-04 12:00:00,24198,1598,70.4,598
2024-10-04 13:00:00,22841,1121,70.2,555
2024-10-04 14:00:00,20818,778,70.8,567
2024-10-04 15:00:00,16340,1160,69.8,404
2024-10-04 16:00:00,7569,1009,66.7,194
2024-10-04 17:00:00,1667,1277,65.5,63
2024-10-04 18:00:00,65,1475,63.1,12
2024-10-04 19:00:00,0,1510,62.4,0
2024-10-04 20:00:00,0,1320,59.4,0
2024-10-04 21:00:00,0,2630,56.8,0
2024-10-04 22:00:00,0,1340,56.5,0
2024-10-04 23:00:00,0,1130,57.5,0
2024-10-05 0:00:00,0,1160,57.6,0
2024-10-05 1:00:00,0,1520,55.6,0
2024-10-05 2:00:00,0,900,55.2,0
2024-10-05 3:00:00,0,860,55.3,0
2024-10-05 4:00:00,0,1390,56.3,0
2024-10-05 5:00:00,0,1160,56,0
2024-10-05 6:00:00,2,1932,54.3,0
2024-10-05 7:00:00,1190,870,57.8,15
2024-10-05 8:00:00,7145,995,65.2,69
2024-10-05 9:00:00,8710,980,67.6,197
2024-10-05 10:00:00,16210,970,68.7,477
2024-10-05 11:00:00,22981,1071,70.4,576
2024-10-05 12:00:00,24052,1452,71.6,613
2024-10-05 13:00:00,23403,1243,72.7,629
2024-10-05 14:00:00,21031,1931,74.9,573
2024-10-05 15:00:00,16723,1783,73.4,463
2024-10-05 16:00:00,10699,859,73.3,295
2024-10-05 17:00:00,3454,1114,69.9,28
2024-10-05 18:00:00,80,1520,60.8,7
2024-10-05 19:00:00,0,1070,57.1,0
2024-10-05 20:00:00,0,1530,54.2,0
2024-10-05 21:00:00,0,1010,55.8,0
2024-10-05 22:00:00,0,1190,57.4,0
2024-10-05 23:00:00,0,1980,58.2,0
2024-10-06 0:00:00,0,1030,56.1,0
2024-10-06 1:00:00,0,1270,52,0
2024-10-06 2:00:00,0,1690,49.3,0
2024-10-06 3:00:00,0,1480,47.3,0
2024-10-06 4:00:00,0,3130,45.2,0
2024-10-06 5:00:00,0,1470,44.9,0
2024-10-06 6:00:00,5,1445,45.5,0
2024-10-06 7:00:00,2049,1429,49.8,37
2024-10-06 8:00:00,9952,2362,59.9,189
2024-10-06 9:00:00,16647,2767,63.8,357
2024-10-06 10:00:00,20976,1366,65.5,500
2024-10-06 11:00:00,24519,1239,66.4,605
2024-10-06 12:00:00,25615,2035,65.8,497
2024-10-06 13:00:00,23926,1456,67.7,188
2024-10-06 14:00:00,21258,1428,66.2,515
2024-10-06 15:00:00,16901,951,65.5,368
2024-10-06 16:00:00,10714,844,65.2,284
2024-10-06 17:00:00,3472,1092,62.7,29
2024-10-06 18:00:00,68,1918,58.4,7
2024-10-06 19:00:00,0,1210,56.1,0
2024-10-06 20:00:00,0,1170,57.4,0
2024-10-06 21:00:00,0,2040,58.6,0
2024-10-06 22:00:00,0,1740,60.1,0
2024-10-06 23:00:00,0,950,60.2,0
2024-10-07 0:00:00,0,1740,58,0
2024-10-07 1:00:00,0,1600,59.5,0
2024-10-07 2:00:00,0,1470,61.4,0
2024-10-07 3:00:00,0,1820,63.4,0
2024-10-07 4:00:00,0,1290,63.7,0
2024-10-07 5:00:00,0,1540,64.1,0
2024-10-07 6:00:00,0,1660,64.9,0
2024-10-07 7:00:00,104,1454,64.4,3
2024-10-07 8:00:00,1200,610,64.8,34
2024-10-07 9:00:00,623,923,64.1,25
2024-10-07 10:00:00,721,971,64.2,33
2024-10-07 11:00:00,1032,912,64.8,43
2024-10-07 12:00:00,2985,575,66.1,199
2024-10-07 13:00:00,9317,1007,69.1,370
2024-10-07 14:00:00,18950,750,71.7,531
2024-10-07 15:00:00,15642,2382,72.6,324
2024-10-07 16:00:00,9495,1985,72.6,260
2024-10-07 17:00:00,2298,1118,68.5,42
2024-10-07 18:00:00,66,1606,65,12
2024-10-07 19:00:00,0,1080,61.4,0
2024-10-07 20:00:00,0,1700,58.5,0
2024-10-07 21:00:00,0,970,61,0
2024-10-07 22:00:00,0,1740,60.8,0
2024-10-07 23:00:00,0,2420,60.4,0
2024-10-08 0:00:00,0,1940,59.5,0
2024-10-08 1:00:00,0,1640,56.3,0
2024-10-08 2:00:00,0,1060,53.9,0
2024-10-08 3:00:00,0,800,54.5,0
2024-10-08 4:00:00,0,940,51.1,0
2024-10-08 5:00:00,0,840,47.3,0
2024-10-08 6:00:00,0,1310,44.3,0
2024-10-08 7:00:00,1820,840,47.6,33
2024-10-08 8:00:00,9900,1040,59.3,189
2024-10-08 9:00:00,17105,925,61.3,357
2024-10-08 10:00:00,21701,791,61.5,497
2024-10-08 11:00:00,24399,779,63.4,596
2024-10-08 12:00:00,25189,919,65.3,646
2024-10-08 13:00:00,24107,1777,65.8,636
2024-10-08 14:00:00,21057,957,65.5,568
2024-10-08 15:00:00,12147,607,65.9,358
2024-10-08 16:00:00,10144,674,64.4,268
2024-10-08 17:00:00,2275,715,60.7,43
2024-10-08 18:00:00,29,909,57.7,9
2024-10-08 19:00:00,0,660,55.5,0
2024-10-08 20:00:00,0,1560,53.7,0
2024-10-08 21:00:00,0,1260,59,0
2024-10-08 22:00:00,0,1250,59.2,0
2024-10-08 23:00:00,0,1040,51.6,0
2024-10-09 0:00:00,0,1150,48.2,0
2024-10-09 1:00:00,0,1810,48.1,0
2024-10-09 2:00:00,0,2350,49.8,0
2024-10-09 3:00:00,0,970,49.4,0
2024-10-09 4:00:00,0,950,50.5,0
2024-10-09 5:00:00,0,1100,47.2,0
2024-10-09 6:00:00,0,710,43.6,0
2024-10-09 7:00:00,1822,1602,47.9,31
2024-10-09 8:00:00,8260,630,58.5,170
2024-10-09 9:00:00,11375,1025,62,306
2024-10-09 10:00:00,20116,1046,63.9,439
2024-10-09 11:00:00,23194,1224,65.1,530
2024-10-09 12:00:00,24320,2300,66.1,623
2024-10-09 13:00:00,22921,731,67.4,619
2024-10-09 14:00:00,17731,1251,66.6,551
2024-10-09 15:00:00,8592,1542,64.5,243
2024-10-09 16:00:00,8332,1122,63.3,112
2024-10-09 17:00:00,2272,1202,61.7,47
2024-10-09 18:00:00,21,1461,56,6
2024-10-09 19:00:00,0,1010,54.9,0
2024-10-09 20:00:00,0,1740,50.5,0
2024-10-09 21:00:00,0,1910,47.1,0
2024-10-09 22:00:00,0,1120,46.6,0
2024-10-09 23:00:00,0,1110,57.4,0
2024-10-10 0:00:00,0,1360,53.7,0
2024-10-10 1:00:00,0,1200,52.3,0
2024-10-10 2:00:00,0,800,52.1,0
2024-10-10 3:00:00,0,730,50.8,0
2024-10-10 4:00:00,0,1350,49.8,0
2024-10-10 5:00:00,0,720,48.4,0
2024-10-10 6:00:00,0,1300,48.2,0
2024-10-10 7:00:00,1713,2573,49.5,25
2024-10-10 8:00:00,10106,1106,51.6,163
2024-10-10 9:00:00,17385,1585,53.2,318
2024-10-10 10:00:00,21983,1643,54.8,490
2024-10-10 11:00:00,23383,1643,57.4,561
2024-10-10 12:00:00,25656,1766,58.2,637
2024-10-10 13:00:00,24691,1761,60,619
2024-10-10 14:00:00,21915,1355,61.2,570
2024-10-10 15:00:00,17319,1549,60.7,452
