TimeStamp,Produced(Wh),Consumed(Wh),Temp(F),SolarRadiation(W/m2)
2024-07-03 12:00:00,25743,1773,77.8,906
2024-07-03 13:00:00,25473,973,77.6,912
2024-07-03 14:00:00,23776,1536,77.2,864
2024-07-03 15:00:00,20069,1959,77.1,747
2024-07-03 16:00:00,15990,1340,75.8,615
2024-07-03 17:00:00,8688,1038,73.9,355
2024-07-03 18:00:00,3714,1654,72.8,86
2024-07-03 19:00:00,1151,1081,70.8,46
2024-07-03 20:00:00,60,1210,68.7,8
2024-07-03 21:00:00,0,1520,68.5,0
2024-07-03 22:00:00,0,2530,67.5,0
2024-07-03 23:00:00,0,1370,67.1,0
2024-07-04 0:00:00,0,1500,68.3,0
2024-07-04 1:00:00,0,1920,68.2,0
2024-07-04 2:00:00,0,1660,68.1,0
2024-07-04 3:00:00,0,1290,68.3,0
2024-07-04 4:00:00,0,1640,67.6,0
2024-07-04 5:00:00,133,1103,68.4,2
2024-07-04 6:00:00,1551,1051,69.8,36
2024-07-04 7:00:00,4509,1319,72.2,135
2024-07-04 8:00:00,9923,1013,73.3,298
2024-07-04 9:00:00,9992,1682,74,289
2024-07-04 10:00:00,19683,1733,75,436
2024-07-04 11:00:00,22653,1623,76.2,604
2024-07-04 12:00:00,21030,1340,76.5,619
2024-07-04 13:00:00,24833,1633,78.4,681
2024-07-04 14:00:00,17599,1929,77.9,719
2024-07-04 15:00:00,15873,1093,77.2,640
2024-07-04 16:00:00,13349,1509,76.3,481
2024-07-04 17:00:00,9258,1098,75.5,327
2024-07-04 18:00:00,3167,1067,74.4,95
2024-07-04 19:00:00,1392,1732,72.7,56
2024-07-04 20:00:00,48,3228,72.4,7
2024-07-04 21:00:00,0,2770,71.6,0
2024-07-04 22:00:00,0,1660,72.4,0
2024-07-04 23:00:00,0,1040,71.6,0
2024-07-05 0:00:00,0,1270,72.4,0
2024-07-05 1:00:00,0,1820,72.4,0
2024-07-05 2:00:00,0,1430,72,0
2024-07-05 3:00:00,0,1150,71.7,0
2024-07-05 4:00:00,0,1040,71.7,0
2024-07-05 5:00:00,10,910,71.5,1
2024-07-05 6:00:00,1003,1123,72.4,17
2024-07-05 7:00:00,3623,1423,73.3,83
2024-07-05 8:00:00,6773,1413,74.4,131
2024-07-05 9:00:00,5739,1709,74.8,156
2024-07-05 10:00:00,11434,1924,77.2,454
2024-07-05 11:00:00,16416,1586,77.7,734
2024-07-05 12:00:00,17058,828,78.7,836
2024-07-05 13:00:00,18524,1744,78.6,804
2024-07-05 14:00:00,20902,1202,78.4,566
2024-07-05 15:00:00,18096,1176,78.3,479
2024-07-05 16:00:00,11307,2757,76,371
2024-07-05 17:00:00,5856,2796,75.6,157
2024-07-05 18:00:00,2757,2477,74.6,86
2024-07-05 19:00:00,594,1674,73.8,27
2024-07-05 20:00:00,0,3240,73.7,2
2024-07-05 21:00:00,0,2170,73.6,0
2024-07-05 22:00:00,0,2100,73.7,0
2024-07-05 23:00:00,0,1520,73.7,0
2024-07-06 0:00:00,0,1620,73.8,0
2024-07-06 1:00:00,0,2150,73.2,0
2024-07-06 2:00:00,0,1100,73.5,0
2024-07-06 3:00:00,0,1230,73.4,0
2024-07-06 4:00:00,0,2020,73.4,0
2024-07-06 5:00:00,18,1008,73.5,0
2024-07-06 6:00:00,251,1141,73.7,6
2024-07-06 7:00:00,1862,1332,74.2,35
2024-07-06 8:00:00,2675,1655,74,48
2024-07-06 9:00:00,1225,915,73.7,53
2024-07-06 10:00:00,2617,1107,73.7,71
2024-07-06 11:00:00,6064,994,74.5,123
2024-07-06 12:00:00,11129,2139,76.2,196
2024-07-06 13:00:00,9094,3744,75.8,201
2024-07-06 14:00:00,7606,1686,75.4,175
2024-07-06 15:00:00,6138,2908,75.5,158
2024-07-06 16:00:00,3825,1805,74.7,63
2024-07-06 17:00:00,2663,2493,75.3,94
2024-07-06 18:00:00,1805,1765,74.3,87
2024-07-06 19:00:00,557,997,74,39
2024-07-06 20:00:00,30,1800,73.3,6
2024-07-06 21:00:00,0,1680,73.5,0
2024-07-06 22:00:00,0,2230,74.2,0
2024-07-06 23:00:00,0,1560,74.9,0
2024-07-07 0:00:00,0,800,75,0
2024-07-07 1:00:00,0,1890,74.9,0
2024-07-07 2:00:00,0,1130,74.2,0
2024-07-07 3:00:00,0,1120,74.2,0
2024-07-07 4:00:00,0,940,74.1,0
2024-07-07 5:00:00,31,951,74.8,1
2024-07-07 6:00:00,871,891,74.8,27
2024-07-07 7:00:00,1550,1450,75.9,96
2024-07-07 8:00:00,3041,1001,76.3,120
2024-07-07 9:00:00,6326,1086,77.3,220
2024-07-07 10:00:00,11117,1127,80.4,345
2024-07-07 11:00:00,10172,2262,82.3,475
2024-07-07 12:00:00,19129,1509,80,463
2024-07-07 13:00:00,17796,1496,81.1,549
2024-07-07 14:00:00,14529,2079,80.2,449
2024-07-07 15:00:00,18427,3877,81.4,586
2024-07-07 16:00:00,15149,1329,81.6,522
2024-07-07 17:00:00,6048,1278,81.2,221
2024-07-07 18:00:00,5198,1368,79.7,131
2024-07-07 19:00:00,980,2600,77.6,36
2024-07-07 20:00:00,37,2747,74.9,9
2024-07-07 21:00:00,0,1080,73.6,0
2024-07-07 22:00:00,0,950,73.4,0
2024-07-07 23:00:00,0,1690,73.2,0
2024-07-08 0:00:00,0,2070,73.3,0
2024-07-08 1:00:00,0,1750,71.5,0
2024-07-08 2:00:00,0,1260,69.7,0
2024-07-08 3:00:00,0,1120,71.3,0
2024-07-08 4:00:00,0,930,71.2,0
2024-07-08 5:00:00,74,784,71.2,2
2024-07-08 6:00:00,1290,1230,73.7,30
2024-07-08 7:00:00,3678,1218,77.5,202
2024-07-08 8:00:00,10851,851,80.9,393
2024-07-08 9:00:00,16879,1289,83.6,570
2024-07-08 10:00:00,18856,1276,86.8,711
2024-07-08 11:00:00,22907,1097,87.2,849
2024-07-08 12:00:00,24632,1582,84.2,343
2024-07-08 13:00:00,23851,1871,84.9,394
2024-07-08 14:00:00,19293,2173,85.4,705
2024-07-08 15:00:00,18647,1697,85.1,719
2024-07-08 16:00:00,15104,1054,85.5,602
2024-07-08 17:00:00,9415,875,81,418
2024-07-08 18:00:00,3207,1917,76.4,61
2024-07-08 19:00:00,754,2604,74.6,50
2024-07-08 20:00:00,40,3980,74.3,9
2024-07-08 21:00:00,0,2040,74.2,0
2024-07-08 22:00:00,0,2940,74.2,0
2024-07-08 23:00:00,0,2300,74.2,0
2024-07-09 0:00:00,0,2020,74.2,0
2024-07-09 1:00:00,0,1440,74.2,0
2024-07-09 2:00:00,0,890,74.2,0
2024-07-09 3:00:00,0,840,73.7,0
2024-07-09 4:00:00,0,1050,73.4,0
2024-07-09 5:00:00,22,932,73.4,0
2024-07-09 6:00:00,659,1289,73.3,16
2024-07-09 7:00:00,2255,2125,74.9,55
2024-07-09 8:00:00,4063,1503,74.9,113
2024-07-09 9:00:00,5997,1617,76.9,287
2024-07-09 10:00:00,4365,1135,77,523
2024-07-09 11:00:00,6708,2278,77.3,465
2024-07-09 12:00:00,11753,1913,77.6,368
2024-07-09 13:00:00,11310,1100,77.9,339
2024-07-09 14:00:00,13687,2277,79.2,640
2024-07-09 15:00:00,10838,1968,78.2,704
2024-07-09 16:00:00,9909,1729,79.1,576
2024-07-09 17:00:00,7138,1308,77.8,326
2024-07-09 18:00:00,2009,1149,76.7,106
2024-07-09 19:00:00,521,811,76.2,43
2024-07-09 20:00:00,5,1595,75.4,7
2024-07-09 21:00:00,0,2070,75.1,0
2024-07-09 22:00:00,0,1500,76.2,0
2024-07-09 23:00:00,0,950,76.2,0
2024-07-10 0:00:00,0,1250,76.2,0
2024-07-10 1:00:00,0,1060,76,0
2024-07-10 2:00:00,0,1120,75.8,0
2024-07-10 3:00:00,0,1790,76,0
2024-07-10 4:00:00,0,2550,75.8,0
2024-07-10 5:00:00,29,1549,75.8,0
2024-07-10 6:00:00,672,1662,76,17
2024-07-10 7:00:00,2177,1027,76,48
2024-07-10 8:00:00,4119,899,77.2,90
2024-07-10 9:00:00,5619,759,77.2,129
2024-07-10 10:00:00,6913,913,77.4,135
2024-07-10 11:00:00,8658,1348,78.9,149
2024-07-10 12:00:00,15896,1626,80.6,240
2024-07-10 13:00:00,23044,2214,80.5,377
2024-07-10 14:00:00,23007,1667,81.1,299
2024-07-10 15:00:00,19282,2942,80.3,357
2024-07-10 16:00:00,14905,2225,79.7,330
2024-07-10 17:00:00,9513,2233,79.5,213
2024-07-10 18:00:00,3422,1132,77.8,55
2024-07-10 19:00:00,567,1127,75.6,24
2024-07-10 20:00:00,11,1811,74.7,3
2024-07-10 21:00:00,0,1140,74.5,0
2024-07-10 22:00:00,0,1790,74.5,0
2024-07-10 23:00:00,0,2720,74.5,0
2024-07-11 0:00:00,0,3970,74.6,0
2024-07-11 1:00:00,0,2940,74.5,0
2024-07-11 2:00:00,0,2670,74.5,0
2024-07-11 3:00:00,0,2120,74.8,0
2024-07-11 4:00:00,0,2100,75.2,0
2024-07-11 5:00:00,4,1864,75.3,0
2024-07-11 6:00:00,208,2088,74.4,5
2024-07-11 7:00:00,1009,1559,74,40
2024-07-11 8:00:00,2818,1228,75,104
2024-07-11 9:00:00,12457,1077,78.1,452
2024-07-11 10:00:00,20158,1158,80.9,898
2024-07-11 11:00:00,23555,2215,81.7,808
2024-07-11 12:00:00,23724,2234,82.3,857
2024-07-11 13:00:00,24408,2278,81.6,846
2024-07-11 14:00:00,15080,2110,81.5,630
2024-07-11 15:00:00,16292,1752,80,747
2024-07-11 16:00:00,15590,1930,80.9,610
2024-07-11 17:00:00,9412,1182,79.4,447
2024-07-11 18:00:00,3963,3043,78.5,47
2024-07-11 19:00:00,1186,1836,76.7,24
2024-07-11 20:00:00,44,2614,74.6,6
2024-07-11 21:00:00,0,4180,75.1,0
2024-07-11 22:00:00,0,2440,75,0
2024-07-11 23:00:00,0,2260,74.2,0
2024-07-12 0:00:00,0,1810,73.3,0
2024-07-12 1:00:00,0,1350,73.1,0
2024-07-12 2:00:00,0,1290,73,0
2024-07-12 3:00:00,0,1440,73.1,0
2024-07-12 4:00:00,0,1140,72.6,0
2024-07-12 5:00:00,22,1202,72.8,0
2024-07-12 6:00:00,1027,1157,72.7,20
2024-07-12 7:00:00,2370,1250,72.8,36
2024-07-12 8:00:00,6767,1497,73.4,152
2024-07-12 9:00:00,7503,1183,75.5,207
2024-07-12 10:00:00,7950,1130,75.6,242
2024-07-12 11:00:00,16369,1409,78.1,148
2024-07-12 12:00:00,23020,1740,81.6,310
2024-07-12 13:00:00,22975,1285,82.1,421
2024-07-12 14:00:00,18165,2105,79.7,280
2024-07-12 15:00:00,13256,1976,80.1,185
2024-07-12 16:00:00,9027,1657,78.6,215
2024-07-12 17:00:00,2454,1564,77.3,161
2024-07-12 18:00:00,1905,2075,77.4,85
2024-07-12 19:00:00,889,2309,75.8,40
2024-07-12 20:00:00,13,2853,75.2,3
2024-07-12 21:00:00,0,2430,75.6,0
2024-07-12 22:00:00,0,2060,75.2,0
2024-07-12 23:00:00,0,2080,75.7,0
2024-07-13 0:00:00,0,2210,76.1,0
2024-07-13 1:00:00,0,2200,75.3,0
2024-07-13 2:00:00,0,1410,74.7,0
2024-07-13 3:00:00,0,1300,74.2,0
2024-07-13 4:00:00,0,1300,74.3,0
2024-07-13 5:00:00,31,1061,72.8,0
2024-07-13 6:00:00,658,1058,73.8,22
2024-07-13 7:00:00,3647,927,75,111
2024-07-13 8:00:00,1789,899,73.9,14
2024-07-13 9:00:00,6129,1239,75.5,145
2024-07-13 10:00:00,6400,980,76.7,116
2024-07-13 11:00:00,6161,1061,75.9,186
2024-07-13 12:00:00,5642,952,75.6,345
2024-07-13 13:00:00,9643,2733,75.7,394
2024-07-13 14:00:00,16352,2252,77,453
2024-07-13 15:00:00,12665,3715,76.6,306
2024-07-13 16:00:00,4990,1900,76.3,165
2024-07-13 17:00:00,6147,2527,77.2,164
2024-07-13 18:00:00,2896,2016,76.6,90
2024-07-13 19:00:00,954,2434,75.4,47
2024-07-13 20:00:00,23,2293,74.4,6
2024-07-13 21:00:00,0,1220,73.1,0
2024-07-13 22:00:00,0,1190,73,0
2024-07-13 23:00:00,0,1620,72.3,0
2024-07-14 0:00:00,0,1230,71.5,0
2024-07-14 1:00:00,0,1880,70.5,0
2024-07-14 2:00:00,0,1330,70.5,0
2024-07-14 3:00:00,0,1300,70.2,0
2024-07-14 4:00:00,0,1270,68.8,0
2024-07-14 5:00:00,89,1339,68.6,1
2024-07-14 6:00:00,1032,1442,71.8,25
2024-07-14 7:00:00,5257,1557,77,206
2024-07-14 8:00:00,11334,1544,80.8,388
2024-07-14 9:00:00,16653,1543,83.7,559
2024-07-14 10:00:00,20634,1454,84.3,706
2024-07-14 11:00:00,23031,2421,86.4,814
2024-07-14 12:00:00,23903,2753,89.5,869
2024-07-14 13:00:00,23417,1407,88.5,876
2024-07-14 14:00:00,21661,2561,87.4,778
2024-07-14 15:00:00,19089,2619,88,702
2024-07-14 16:00:00,13736,2106,86.1,494
2024-07-14 17:00:00,9158,1648,83,407
2024-07-14 18:00:00,3603,2103,80.2,68
2024-07-14 19:00:00,869,1519,78.5,38
2024-07-14 20:00:00,20,2350,76.2,5
2024-07-14 21:00:00,0,1600,74.9,0
2024-07-14 22:00:00,0,1310,74.8,0
2024-07-14 23:00:00,0,2190,75.3,0
2024-07-15 0:00:00,0,1360,75.9,0
2024-07-15 1:00:00,0,1210,75.1,0
2024-07-15 2:00:00,0,1470,74.7,0
2024-07-15 3:00:00,0,1860,74.8,0
2024-07-15 4:00:00,0,1460,74.7,0
2024-07-15 5:00:00,73,1443,75.5,1
2024-07-15 6:00:00,1558,1118,76.4,37
2024-07-15 7:00:00,2551,1031,78.1,68
2024-07-15 8:00:00,3480,860,79.8,118
2024-07-15 9:00:00,12928,1058,86.4,449
2024-07-15 10:00:00,19868,908,82.7,635
2024-07-15 11:00:00,22274,1814,84,675
2024-07-15 12:00:00,22545,3235,84.4,847
2024-07-15 13:00:00,17485,2085,81.6,484
2024-07-15 14:00:00,12580,1650,82.3,552
2024-07-15 15:00:00,14727,1207,81.7,734
2024-07-15 16:00:00,14357,1747,82.1,615
2024-07-15 17:00:00,5949,1709,80.8,349
2024-07-15 18:00:00,4411,1751,79.4,77
2024-07-15 19:00:00,955,1605,77.8,31
2024-07-15 20:00:00,2,3272,77.4,3
2024-07-15 21:00:00,0,1590,76.7,0
2024-07-15 22:00:00,0,1970,75.8,0
2024-07-15 23:00:00,0,1580,75.7,0
2024-07-16 0:00:00,0,1610,74.8,0
2024-07-16 1:00:00,0,870,75.5,0
2024-07-16 2:00:00,0,850,73.9,0
2024-07-16 3:00:00,0,940,72.9,0
2024-07-16 4:00:00,0,1260,72.8,0
2024-07-16 5:00:00,103,1093,71.3,23
2024-07-16 6:00:00,1137,1327,75.7,25
2024-07-16 7:00:00,4776,1036,80.6,190
2024-07-16 8:00:00,9524,1124,83.3,328
2024-07-16 9:00:00,15655,945,87.1,517
2024-07-16 10:00:00,20050,1100,85.6,680
2024-07-16 11:00:00,23069,2009,87.3,891
2024-07-16 12:00:00,23819,3339,91.6,869
2024-07-16 13:00:00,23967,3377,91.6,872
2024-07-16 14:00:00,22630,3090,86.9,831
2024-07-16 15:00:00,19168,2178,84.1,721
2024-07-16 16:00:00,10911,2381,82.3,561
2024-07-16 17:00:00,8323,3403,81.3,378
2024-07-16 18:00:00,3369,2259,79.6,78
2024-07-16 19:00:00,868,2448,78.5,37
2024-07-16 20:00:00,6,2666,78,4
2024-07-16 21:00:00,0,3230,78.5,0
2024-07-16 22:00:00,0,2280,77.5,0
2024-07-16 23:00:00,0,1460,77.1,0
2024-07-17 0:00:00,0,1660,76.8,0
2024-07-17 1:00:00,0,2260,80,0
2024-07-17 2:00:00,0,1790,79.8,0
2024-07-17 3:00:00,0,1390,74.7,0
2024-07-17 4:00:00,0,1110,73.2,0
2024-07-17 5:00:00,67,1667,72.4,1
2024-07-17 6:00:00,1358,1628,76.5,33
2024-07-17 7:00:00,3707,1597,77.4,90
2024-07-17 8:00:00,7878,1698,79,232
2024-07-17 9:00:00,4083,1043,78.9,119
2024-07-17 10:00:00,5491,1451,80,203
2024-07-17 11:00:00,10440,2300,82.2,399
2024-07-17 12:00:00,20293,2683,84.7,509
2024-07-17 13:00:00,23224,1794,84,799
2024-07-17 14:00:00,21547,2687,83.1,775
2024-07-17 15:00:00,13827,2717,81.4,547
2024-07-17 16:00:00,7078,2158,79.9,487
2024-07-17 17:00:00,5050,1980,79.5,386
2024-07-17 18:00:00,2066,2026,78.7,78
2024-07-17 19:00:00,413,1883,78.3,32
2024-07-17 20:00:00,0,1170,77.6,2
2024-07-17 21:00:00,0,1860,77,0
2024-07-17 22:00:00,0,3160,76.5,0
2024-07-17 23:00:00,0,2910,76.2,0
2024-07-18 0:00:00,0,1940,74.8,0
2024-07-18 1:00:00,0,1970,74.5,0
2024-07-18 2:00:00,0,1860,73.9,0
2024-07-18 3:00:00,0,1690,73.6,0
2024-07-18 4:00:00,0,1290,73.6,0
2024-07-18 5:00:00,34,1754,73.7,1
2024-07-18 6:00:00,1904,1104,74.8,36
2024-07-18 7:00:00,4735,1325,76.6,80
2024-07-18 8:00:00,6020,1810,78.3,205
2024-07-18 9:00:00,7354,1824,79.3,326
2024-07-18 10:00:00,7896,1326,79,269
2024-07-18 11:00:00,11263,2573,79.8,321
2024-07-18 12:00:00,13143,1883,82.3,557
2024-07-18 13:00:00,23464,2424,83.5,804
2024-07-18 14:00:00,21834,2164,85.4,758
2024-07-18 15:00:00,16363,2003,86.2,638
2024-07-18 16:00:00,13713,2253,84.8,496
2024-07-18 17:00:00,8513,2803,83.7,330
2024-07-18 18:00:00,3068,1798,81.7,95
2024-07-18 19:00:00,779,1889,79.2,39
2024-07-18 20:00:00,21,2491,76.9,6
2024-07-18 21:00:00,0,2390,72.7,0
2024-07-18 22:00:00,0,1820,71.2,0
2024-07-18 23:00:00,0,2050,68.6,0
2024-07-19 0:00:00,0,2650,69.3,0
2024-07-19 1:00:00,0,1730,71.3,0
2024-07-19 2:00:00,0,1490,68.5,0
2024-07-19 3:00:00,0,1670,66.7,0
2024-07-19 4:00:00,0,1350,66.6,0
2024-07-19 5:00:00,58,1548,65.3,1
2024-07-19 6:00:00,1093,2083,67.2,20
2024-07-19 7:00:00,4984,2884,71.9,187
2024-07-19 8:00:00,10832,2412,73,371
2024-07-19 9:00:00,17344,1824,75.5,565
2024-07-19 10:00:00,21583,1723,77,730
2024-07-19 11:00:00,23990,2050,79.2,838
2024-07-19 12:00:00,24973,1733,79.6,906
2024-07-19 13:00:00,24901,1271,80,914
2024-07-19 14:00:00,23364,1744,79.7,874
2024-07-19 15:00:00,20374,1694,79.6,752
2024-07-19 16:00:00,15590,1710,78.8,591
2024-07-19 17:00:00,9885,1205,78.2,328
2024-07-19 18:00:00,3501,1261,75.8,61
2024-07-19 19:00:00,650,1180,73.4,21
2024-07-19 20:00:00,27,2017,68,5
2024-07-19 21:00:00,0,1470,65.9,0
2024-07-19 22:00:00,0,1860,63.3,0
2024-07-19 23:00:00,0,1620,66.4,0
2024-07-20 0:00:00,0,1630,63.9,0
2024-07-20 1:00:00,0,1340,64.5,0
2024-07-20 2:00:00,0,1170,63,0
2024-07-20 3:00:00,0,1840,61.8,0
2024-07-20 4:00:00,0,1130,60.6,0
2024-07-20 5:00:00,65,1645,59.6,1
2024-07-20 6:00:00,1598,908,65.2,36
2024-07-20 7:00:00,5052,772,74.2,148
2024-07-20 8:00:00,10173,1173,76.5,306
2024-07-20 9:00:00,12104,1314,78.2,501
2024-07-20 10:00:00,14065,2005,77.8,481
2024-07-20 11:00:00,14549,2479,78.8,453
2024-07-20 12:00:00,15768,1988,79.2,549
2024-07-20 13:00:00,17917,2367,79.7,631
2024-07-20 14:00:00,14629,1719,80.3,580
2024-07-20 15:00:00,18789,2749,80.5,664
2024-07-20 16:00:00,12200,2090,78.1,417
2024-07-20 17:00:00,7070,3900,78.2,313
2024-07-20 18:00:00,2419,4139,76.6,94
2024-07-20 19:00:00,508,3038,75.2,32
2024-07-20 20:00:00,0,1990,74.8,2
2024-07-20 21:00:00,0,2040,74.7,0
2024-07-20 22:00:00,0,1600,74.6,0
2024-07-20 23:00:00,0,1590,74.1,0
2024-07-21 0:00:00,0,1580,74.1,0
2024-07-21 1:00:00,0,1360,73.1,0
2024-07-21 2:00:00,0,2010,70.8,0
2024-07-21 3:00:00,0,1480,70.4,0
2024-07-21 4:00:00,0,1550,69.7,0
2024-07-21 5:00:00,30,1430,67.3,0
2024-07-21 6:00:00,631,1431,69.6,23
2024-07-21 7:00:00,3034,1534,75.6,95
2024-07-21 8:00:00,7629,1859,77.9,291
2024-07-21 9:00:00,14455,1725,80.7,390
2024-07-21 10:00:00,16879,2939,81.5,569
2024-07-21 11:00:00,22813,2073,83.4,796
2024-07-21 12:00:00,24214,2914,83.2,721
2024-07-21 13:00:00,24750,3260,83,636
2024-07-21 14:00:00,20114,2824,83,652
2024-07-21 15:00:00,20113,2063,82.1,714
2024-07-21 16:00:00,14988,2048,81.6,444
2024-07-21 17:00:00,9144,1934,80,367
2024-07-21 18:00:00,3403,3393,78.1,63
2024-07-21 19:00:00,769,2339,76.5,30
2024-07-21 20:00:00,24,2084,74.5,6
2024-07-21 21:00:00,0,2940,73.4,0
2024-07-21 22:00:00,0,2570,71.4,0
2024-07-21 23:00:00,0,3840,69,0
2024-07-22 0:00:00,0,2570,67.6,0
2024-07-22 1:00:00,0,2030,67.3,0
2024-07-22 2:00:00,0,2160,69.1,0
2024-07-22 3:00:00,0,1850,65.3,0
2024-07-22 4:00:00,0,1630,64.7,0
2024-07-22 5:00:00,41,1561,64.7,1
2024-07-22 6:00:00,965,1065,67.4,26
2024-07-22 7:00:00,4192,772,75.1,130
2024-07-22 8:00:00,9838,978,77.8,333
2024-07-22 9:00:00,13718,828,78.3,361
2024-07-22 10:00:00,16306,1316,79,519
2024-07-22 11:00:00,19162,1882,80.2,615
2024-07-22 12:00:00,20132,2362,79.9,718
2024-07-22 13:00:00,15704,1964,80,616
2024-07-22 14:00:00,14080,2310,80.3,447
2024-07-22 15:00:00,14459,2479,80,436
2024-07-22 16:00:00,7153,1883,79.4,244
2024-07-22 17:00:00,3854,1824,78.5,148
2024-07-22 18:00:00,1862,2352,77.6,87
2024-07-22 19:00:00,503,3513,76.6,31
2024-07-22 20:00:00,0,4040,76.4,2
2024-07-22 21:00:00,0,1970,76.3,0
2024-07-22 22:00:00,0,1960,73.8,0
2024-07-22 23:00:00,0,3000,72.6,0
2024-07-23 0:00:00,0,1460,73,0
2024-07-23 1:00:00,0,2370,71.8,0
2024-07-23 2:00:00,0,1250,72,0
2024-07-23 3:00:00,0,1260,71.4,0
2024-07-23 4:00:00,0,1240,70.7,0
2024-07-23 5:00:00,4,1464,71.1,0
2024-07-23 6:00:00,313,1113,70.9,7
2024-07-23 7:00:00,1617,1017,70.9,21
2024-07-23 8:00:00,1983,1373,70.9,46
2024-07-23 9:00:00,4718,1208,71.3,90
2024-07-23 10:00:00,8780,1070,72.2,97
2024-07-23 11:00:00,15897,1637,75.3,197
2024-07-23 12:00:00,11202,2162,74,58
2024-07-23 13:00:00,7943,1943,74.7,220
2024-07-23 14:00:00,9513,1793,73.9,116
2024-07-23 15:00:00,6001,2771,73,71
2024-07-23 16:00:00,3011,1421,72.8,74
2024-07-23 17:00:00,2061,1471,71.6,83
2024-07-23 18:00:00,1163,1133,71.7,62
2024-07-23 19:00:00,181,1321,71.6,13
2024-07-23 20:00:00,0,1180,71.6,3
2024-07-23 21:00:00,0,1330,71.6,0
2024-07-23 22:00:00,0,1600,71.4,0
2024-07-23 23:00:00,0,1600,71.4,0
2024-07-24 0:00:00,0,1360,71.7,0
2024-07-24 1:00:00,0,1210,72.6,0
2024-07-24 2:00:00,0,1280,73.3,0
2024-07-24 3:00:00,0,2020,73.2,0
2024-07-24 4:00:00,0,2070,73.1,0
2024-07-24 5:00:00,0,1190,73.2,9
2024-07-24 6:00:00,672,1362,73.3,68
2024-07-24 7:00:00,1265,1425,73.7,75
2024-07-24 8:00:00,2221,1261,74.1,75
2024-07-24 9:00:00,1989,1079,75.9,83
2024-07-24 10:00:00,1457,1227,76.9,199
2024-07-24 11:00:00,3456,1026,76.1,171
2024-07-24 12:00:00,2663,1763,75.7,124
2024-07-24 13:00:00,8513,2733,76.4,243
2024-07-24 14:00:00,10043,2103,77.2,207
2024-07-24 15:00:00,8246,2086,78.5,242
2024-07-24 16:00:00,11489,1879,78.5,279
2024-07-24 17:00:00,6175,1315,76.8,214
2024-07-24 18:00:00,2162,1052,74.9,87
2024-07-24 19:00:00,727,1837,73.3,39
2024-07-24 20:00:00,0,2140,73.2,3
2024-07-24 21:00:00,0,3260,72.4,0
2024-07-24 22:00:00,0,1770,73.3,0
2024-07-24 23:00:00,0,2030,73.3,0
2024-07-25 0:00:00,0,1370,72.3,0
2024-07-25 1:00:00,0,1380,72.2,0
2024-07-25 2:00:00,0,1090,71.6,0
2024-07-25 3:00:00,0,1080,69.9,0
2024-07-25 4:00:00,0,990,70.7,0
2024-07-25 5:00:00,28,1458,71.7,0
2024-07-25 6:00:00,972,982,74.2,15
2024-07-25 7:00:00,3077,1057,76,62
2024-07-25 8:00:00,4455,1575,76.1,221
2024-07-25 9:00:00,4327,1907,77.1,182
2024-07-25 10:00:00,5644,1424,77.9,205
2024-07-25 11:00:00,12061,2321,79.4,222
2024-07-25 12:00:00,12527,2347,79.6,303
2024-07-25 13:00:00,15454,1344,81.2,239
2024-07-25 14:00:00,13489,1249,83.6,514
2024-07-25 15:00:00,14679,1479,83.5,606
2024-07-25 16:00:00,7898,2608,82,311
2024-07-25 17:00:00,4960,2260,81.1,226
2024-07-25 18:00:00,1935,2275,79.3,99
2024-07-25 19:00:00,569,3789,76.5,43
2024-07-25 20:00:00,9,2539,74,4
2024-07-25 21:00:00,0,2550,73.1,0
2024-07-25 22:00:00,0,1460,71.9,0
2024-07-25 23:00:00,0,1590,70.3,0
2024-07-26 0:00:00,0,1410,67.3,0
2024-07-26 1:00:00,0,1130,68.3,0
2024-07-26 2:00:00,0,1950,66.4,0
2024-07-26 3:00:00,0,1220,65.8,0
2024-07-26 4:00:00,0,980,64.7,0
2024-07-26 5:00:00,26,1266,63.1,0
2024-07-26 6:00:00,842,1212,67.1,18
2024-07-26 7:00:00,5124,1114,68.6,177
2024-07-26 8:00:00,11421,1221,70,377
2024-07-26 9:00:00,14308,1058,71.5,493
2024-07-26 10:00:00,18799,1089,73.8,512
2024-07-26 11:00:00,22474,1164,75.9,677
2024-07-26 12:00:00,23730,1470,77.7,752
2024-07-26 13:00:00,22593,3203,79.5,789
2024-07-26 14:00:00,20787,2917,81.4,755
2024-07-26 15:00:00,17055,2295,81.8,647
2024-07-26 16:00:00,11925,2575,82.1,469
2024-07-26 17:00:00,7670,2350,81.6,337
2024-07-26 18:00:00,2985,1875,79.2,102
2024-07-26 19:00:00,772,2922,75.6,47
2024-07-26 20:00:00,6,2766,71.7,6
2024-07-26 21:00:00,0,1200,67.9,0
2024-07-26 22:00:00,0,1320,66.4,0
2024-07-26 23:00:00,0,1860,64.1,0
2024-07-27 0:00:00,0,1490,62.4,0
2024-07-27 1:00:00,0,1350,61.2,0
2024-07-27 2:00:00,0,1390,60.8,0
2024-07-27 3:00:00,0,1020,59.4,0
2024-07-27 4:00:00,0,1070,60.4,0
2024-07-27 5:00:00,31,1031,61.1,0
2024-07-27 6:00:00,1053,1333,63.4,21
2024-07-27 7:00:00,4684,1504,72,157
2024-07-27 8:00:00,10850,1230,76.5,344
2024-07-27 9:00:00,16448,1658,79.5,529
2024-07-27 10:00:00,20593,1793,82.1,687
